   1.9500000e+03   2.4300000e+02   1.3000000e+01   1.1000000e+01   8.0000000e+00
   1.9510000e+03   1.3700000e+02   1.0000000e+01   8.0000000e+00   5.0000000e+00
   1.9520000e+03   8.7000000e+01   7.0000000e+00   6.0000000e+00   3.0000000e+00
   1.9530000e+03   1.0400000e+02   1.4000000e+01   6.0000000e+00   4.0000000e+00
   1.9540000e+03   1.1300000e+02   1.1000000e+01   8.0000000e+00   2.0000000e+00
   1.9550000e+03   1.9900000e+02   1.2000000e+01   9.0000000e+00   6.0000000e+00
   1.9560000e+03   5.4000000e+01   8.0000000e+00   4.0000000e+00   2.0000000e+00
   1.9570000e+03   8.4000000e+01   8.0000000e+00   3.0000000e+00   2.0000000e+00
   1.9580000e+03   1.2100000e+02   1.0000000e+01   7.0000000e+00   5.0000000e+00
   1.9590000e+03   7.7000000e+01   1.1000000e+01   7.0000000e+00   2.0000000e+00
   1.9600000e+03   8.8000000e+01   7.0000000e+00   4.0000000e+00   2.0000000e+00
   1.9610000e+03   2.0500000e+02   1.1000000e+01   8.0000000e+00   7.0000000e+00
   1.9620000e+03   3.6000000e+01   5.0000000e+00   3.0000000e+00   1.0000000e+00
   1.9630000e+03   1.1800000e+02   9.0000000e+00   7.0000000e+00   2.0000000e+00
   1.9640000e+03   1.7000000e+02   1.2000000e+01   6.0000000e+00   6.0000000e+00
   1.9650000e+03   8.4000000e+01   6.0000000e+00   4.0000000e+00   1.0000000e+00
   1.9660000e+03   1.4500000e+02   1.1000000e+01   7.0000000e+00   3.0000000e+00
   1.9670000e+03   1.2200000e+02   8.0000000e+00   6.0000000e+00   1.0000000e+00
   1.9680000e+03   3.5000000e+01   7.0000000e+00   4.0000000e+00   0.0000000e+00
   1.9690000e+03   1.5800000e+02   1.7000000e+01   1.2000000e+01   5.0000000e+00
   1.9700000e+03   3.4000000e+01   1.0000000e+01   5.0000000e+00   2.0000000e+00
   1.9710000e+03   9.7000000e+01   1.3000000e+01   6.0000000e+00   1.0000000e+00
   1.9720000e+03   2.8000000e+01   4.0000000e+00   3.0000000e+00   0.0000000e+00
   1.9730000e+03   4.3000000e+01   7.0000000e+00   4.0000000e+00   1.0000000e+00
   1.9740000e+03   6.1000000e+01   7.0000000e+00   4.0000000e+00   2.0000000e+00
   1.9750000e+03   7.3000000e+01   8.0000000e+00   6.0000000e+00   3.0000000e+00
   1.9760000e+03   8.1000000e+01   8.0000000e+00   6.0000000e+00   2.0000000e+00
   1.9770000e+03   2.5000000e+01   6.0000000e+00   5.0000000e+00   1.0000000e+00
   1.9780000e+03   6.2000000e+01   1.1000000e+01   5.0000000e+00   2.0000000e+00
   1.9790000e+03   9.1000000e+01   8.0000000e+00   5.0000000e+00   2.0000000e+00
   1.9800000e+03   1.4700000e+02   1.1000000e+01   9.0000000e+00   2.0000000e+00
   1.9810000e+03   9.3000000e+01   1.1000000e+01   7.0000000e+00   3.0000000e+00
   1.9820000e+03   2.9000000e+01   5.0000000e+00   2.0000000e+00   1.0000000e+00
   1.9830000e+03   1.7000000e+01   4.0000000e+00   3.0000000e+00   1.0000000e+00
   1.9840000e+03   7.1000000e+01   1.2000000e+01   5.0000000e+00   1.0000000e+00
   1.9850000e+03   8.8000000e+01   1.1000000e+01   7.0000000e+00   3.0000000e+00
   1.9860000e+03   3.6000000e+01   6.0000000e+00   4.0000000e+00   0.0000000e+00
   1.9870000e+03   3.4000000e+01   7.0000000e+00   3.0000000e+00   1.0000000e+00
   1.9880000e+03   1.0300000e+02   1.2000000e+01   5.0000000e+00   3.0000000e+00
   1.9890000e+03   1.3500000e+02   1.1000000e+01   7.0000000e+00   2.0000000e+00
   1.9900000e+03   9.1000000e+01   1.4000000e+01   8.0000000e+00   1.0000000e+00
   1.9910000e+03   3.4000000e+01   8.0000000e+00   4.0000000e+00   2.0000000e+00
   1.9920000e+03   7.5000000e+01   6.0000000e+00   4.0000000e+00   1.0000000e+00
   1.9930000e+03   3.9000000e+01   8.0000000e+00   4.0000000e+00   1.0000000e+00
   1.9940000e+03   3.2000000e+01   7.0000000e+00   3.0000000e+00   0.0000000e+00
   1.9950000e+03   2.2800000e+02   1.9000000e+01   1.1000000e+01   5.0000000e+00
   1.9960000e+03   1.6600000e+02   1.3000000e+01   9.0000000e+00   6.0000000e+00
   1.9970000e+03   4.0000000e+01   7.0000000e+00   3.0000000e+00   1.0000000e+00
   1.9980000e+03   1.8200000e+02   1.4000000e+01   1.0000000e+01   3.0000000e+00
   1.9990000e+03   1.7700000e+02   1.2000000e+01   8.0000000e+00   5.0000000e+00
   2.0000000e+03   1.1600000e+02   1.4000000e+01   8.0000000e+00   3.0000000e+00
   2.0010000e+03   1.0600000e+02   1.5000000e+01   9.0000000e+00   4.0000000e+00
   2.0020000e+03   6.5000000e+01   1.2000000e+01   4.0000000e+00   2.0000000e+00
   2.0030000e+03   1.7500000e+02   1.6000000e+01   7.0000000e+00   3.0000000e+00
   2.0040000e+03   2.2500000e+02   1.4000000e+01   9.0000000e+00   6.0000000e+00
   2.0050000e+03   2.4800000e+02   2.8000000e+01   1.5000000e+01   7.0000000e+00
   2.0060000e+03   7.9000000e+01   1.0000000e+01   5.0000000e+00   2.0000000e+00
   2.0070000e+03   7.2000000e+01   1.5000000e+01   6.0000000e+00   2.0000000e+00
   2.0080000e+03   1.4500000e+02   1.6000000e+01   8.0000000e+00   5.0000000e+00
